2024-05-31 13:01:55,742 INFO    StreamThr :17160 [internal.py:wandb_internal():85] W&B internal server running at pid: 17160, started at: 2024-05-31 13:01:55.741413
2024-05-31 13:01:55,744 DEBUG   HandlerThread:17160 [handler.py:handle_request():158] handle_request: status
2024-05-31 13:01:55,745 INFO    WriterThread:17160 [datastore.py:open_for_write():87] open: D:\pycharm\reinforce\wandb\run-20240531_130155-0kbu4f4v\run-0kbu4f4v.wandb
2024-05-31 13:01:55,746 DEBUG   SenderThread:17160 [sender.py:send():378] send: header
2024-05-31 13:01:55,773 DEBUG   SenderThread:17160 [sender.py:send():378] send: run
2024-05-31 13:01:56,234 INFO    SenderThread:17160 [dir_watcher.py:__init__():211] watching files in: D:\pycharm\reinforce\wandb\run-20240531_130155-0kbu4f4v\files
2024-05-31 13:01:56,235 INFO    SenderThread:17160 [sender.py:_start_run_threads():1123] run started: 0kbu4f4v with start time 1717128115.742409
2024-05-31 13:01:56,239 DEBUG   HandlerThread:17160 [handler.py:handle_request():158] handle_request: check_version
2024-05-31 13:01:56,240 DEBUG   SenderThread:17160 [sender.py:send_request():405] send_request: check_version
2024-05-31 13:01:56,348 DEBUG   HandlerThread:17160 [handler.py:handle_request():158] handle_request: run_start
2024-05-31 13:01:56,360 DEBUG   HandlerThread:17160 [system_info.py:__init__():26] System info init
2024-05-31 13:01:56,360 DEBUG   HandlerThread:17160 [system_info.py:__init__():41] System info init done
2024-05-31 13:01:56,360 INFO    HandlerThread:17160 [system_monitor.py:start():194] Starting system monitor
2024-05-31 13:01:56,360 INFO    SystemMonitor:17160 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-31 13:01:56,360 INFO    HandlerThread:17160 [system_monitor.py:probe():214] Collecting system info
2024-05-31 13:01:56,363 INFO    SystemMonitor:17160 [interfaces.py:start():188] Started cpu monitoring
2024-05-31 13:01:56,365 DEBUG   HandlerThread:17160 [system_info.py:probe():150] Probing system
2024-05-31 13:01:56,366 INFO    SystemMonitor:17160 [interfaces.py:start():188] Started disk monitoring
2024-05-31 13:01:56,368 INFO    SystemMonitor:17160 [interfaces.py:start():188] Started memory monitoring
2024-05-31 13:01:56,380 INFO    SystemMonitor:17160 [interfaces.py:start():188] Started network monitoring
2024-05-31 13:01:56,381 DEBUG   HandlerThread:17160 [system_info.py:_probe_git():135] Probing git
2024-05-31 13:01:56,443 DEBUG   HandlerThread:17160 [system_info.py:_probe_git():143] Probing git done
2024-05-31 13:01:56,443 DEBUG   HandlerThread:17160 [system_info.py:probe():198] Probing system done
2024-05-31 13:01:56,443 DEBUG   HandlerThread:17160 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.22631-SP0', 'python': '3.9.13', 'heartbeatAt': '2024-05-31T04:01:56.366201', 'startedAt': '2024-05-31T04:01:55.718791', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'D:\\pycharm\\reinforce\\d_reinforce_train.py', 'codePathLocal': 'd_reinforce_train.py', 'codePath': 'reinforce\\d_reinforce_train.py', 'git': {'remote': 'https://github.com/tpals213/pycharm.git', 'commit': '9b82d40eee88cec4695c0b80d86a10035e4b0932'}, 'email': 'tpals213@gmail.com', 'root': 'D:/pycharm', 'host': 'WIN-2B3QDDOELS8', 'username': 'ict01-05', 'executable': 'D:\\pycharm\\reinforce\\.venv\\Scripts\\python.exe', 'cpu_count': 12, 'cpu_count_logical': 20, 'cpu_freq': {'current': 2100.0, 'min': 0.0, 'max': 2100.0}, 'cpu_freq_per_core': [{'current': 2100.0, 'min': 0.0, 'max': 2100.0}], 'disk': {'/': {'total': 931.5107383728027, 'used': 112.70534133911133}}, 'memory': {'total': 15.721599578857422}}
2024-05-31 13:01:56,443 INFO    HandlerThread:17160 [system_monitor.py:probe():224] Finished collecting system info
2024-05-31 13:01:56,443 INFO    HandlerThread:17160 [system_monitor.py:probe():227] Publishing system info
2024-05-31 13:01:56,444 INFO    HandlerThread:17160 [system_monitor.py:probe():229] Finished publishing system info
2024-05-31 13:01:56,447 DEBUG   SenderThread:17160 [sender.py:send():378] send: files
2024-05-31 13:01:56,447 INFO    SenderThread:17160 [sender.py:_save_file():1389] saving file wandb-metadata.json with policy now
2024-05-31 13:01:56,797 DEBUG   HandlerThread:17160 [handler.py:handle_request():158] handle_request: python_packages
2024-05-31 13:01:56,799 DEBUG   SenderThread:17160 [sender.py:send_request():405] send_request: python_packages
2024-05-31 13:01:56,799 DEBUG   HandlerThread:17160 [handler.py:handle_request():158] handle_request: stop_status
2024-05-31 13:01:56,800 DEBUG   SenderThread:17160 [sender.py:send_request():405] send_request: stop_status
2024-05-31 13:01:57,083 DEBUG   SenderThread:17160 [sender.py:send():378] send: telemetry
2024-05-31 13:01:57,152 INFO    wandb-upload_0:17160 [upload_job.py:push():130] Uploaded file C:\Users\ict01-05\AppData\Local\Temp\tmp3y0h0docwandb\k1zm3354-wandb-metadata.json
2024-05-31 13:01:57,242 INFO    Thread-16 :17160 [dir_watcher.py:_on_file_created():271] file/dir created: D:\pycharm\reinforce\wandb\run-20240531_130155-0kbu4f4v\files\wandb-metadata.json
2024-05-31 13:01:57,242 INFO    Thread-16 :17160 [dir_watcher.py:_on_file_created():271] file/dir created: D:\pycharm\reinforce\wandb\run-20240531_130155-0kbu4f4v\files\requirements.txt
2024-05-31 13:01:57,697 DEBUG   SenderThread:17160 [sender.py:send():378] send: exit
2024-05-31 13:01:57,697 INFO    SenderThread:17160 [sender.py:send_exit():585] handling exit code: 1
2024-05-31 13:01:57,698 INFO    SenderThread:17160 [sender.py:send_exit():587] handling runtime: 1
2024-05-31 13:01:57,698 INFO    SenderThread:17160 [sender.py:_save_file():1389] saving file wandb-summary.json with policy end
2024-05-31 13:01:57,698 INFO    SenderThread:17160 [sender.py:send_exit():593] send defer
2024-05-31 13:01:57,698 DEBUG   HandlerThread:17160 [handler.py:handle_request():158] handle_request: defer
2024-05-31 13:01:57,698 INFO    HandlerThread:17160 [handler.py:handle_request_defer():184] handle defer: 0
2024-05-31 13:01:57,698 DEBUG   SenderThread:17160 [sender.py:send_request():405] send_request: defer
2024-05-31 13:01:57,698 INFO    SenderThread:17160 [sender.py:send_request_defer():609] handle sender defer: 0
2024-05-31 13:01:57,698 INFO    SenderThread:17160 [sender.py:transition_state():613] send defer: 1
2024-05-31 13:01:57,698 DEBUG   HandlerThread:17160 [handler.py:handle_request():158] handle_request: defer
2024-05-31 13:01:57,698 INFO    HandlerThread:17160 [handler.py:handle_request_defer():184] handle defer: 1
2024-05-31 13:01:57,698 DEBUG   SenderThread:17160 [sender.py:send_request():405] send_request: defer
2024-05-31 13:01:57,698 INFO    SenderThread:17160 [sender.py:send_request_defer():609] handle sender defer: 1
