2024-05-31 13:00:33,219 INFO    StreamThr :9468 [internal.py:wandb_internal():85] W&B internal server running at pid: 9468, started at: 2024-05-31 13:00:33.218049
2024-05-31 13:00:33,220 DEBUG   HandlerThread:9468 [handler.py:handle_request():158] handle_request: status
2024-05-31 13:00:33,221 INFO    WriterThread:9468 [datastore.py:open_for_write():87] open: D:\pycharm\reinforce\wandb\run-20240531_130033-3hol3ag8\run-3hol3ag8.wandb
2024-05-31 13:00:33,222 DEBUG   SenderThread:9468 [sender.py:send():378] send: header
2024-05-31 13:00:33,262 DEBUG   SenderThread:9468 [sender.py:send():378] send: run
2024-05-31 13:00:33,753 INFO    SenderThread:9468 [dir_watcher.py:__init__():211] watching files in: D:\pycharm\reinforce\wandb\run-20240531_130033-3hol3ag8\files
2024-05-31 13:00:33,754 INFO    SenderThread:9468 [sender.py:_start_run_threads():1123] run started: 3hol3ag8 with start time 1717128033.219409
2024-05-31 13:00:33,760 DEBUG   HandlerThread:9468 [handler.py:handle_request():158] handle_request: check_version
2024-05-31 13:00:33,760 DEBUG   SenderThread:9468 [sender.py:send_request():405] send_request: check_version
2024-05-31 13:00:33,822 DEBUG   HandlerThread:9468 [handler.py:handle_request():158] handle_request: run_start
2024-05-31 13:00:33,834 DEBUG   HandlerThread:9468 [system_info.py:__init__():26] System info init
2024-05-31 13:00:33,834 DEBUG   HandlerThread:9468 [system_info.py:__init__():41] System info init done
2024-05-31 13:00:33,834 INFO    HandlerThread:9468 [system_monitor.py:start():194] Starting system monitor
2024-05-31 13:00:33,834 INFO    SystemMonitor:9468 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-31 13:00:33,834 INFO    HandlerThread:9468 [system_monitor.py:probe():214] Collecting system info
2024-05-31 13:00:33,837 INFO    SystemMonitor:9468 [interfaces.py:start():188] Started cpu monitoring
2024-05-31 13:00:33,839 DEBUG   HandlerThread:9468 [system_info.py:probe():150] Probing system
2024-05-31 13:00:33,839 INFO    SystemMonitor:9468 [interfaces.py:start():188] Started disk monitoring
2024-05-31 13:00:33,842 INFO    SystemMonitor:9468 [interfaces.py:start():188] Started memory monitoring
2024-05-31 13:00:33,853 INFO    SystemMonitor:9468 [interfaces.py:start():188] Started network monitoring
2024-05-31 13:00:33,854 DEBUG   HandlerThread:9468 [system_info.py:_probe_git():135] Probing git
2024-05-31 13:00:33,918 DEBUG   HandlerThread:9468 [system_info.py:_probe_git():143] Probing git done
2024-05-31 13:00:33,918 DEBUG   HandlerThread:9468 [system_info.py:probe():198] Probing system done
2024-05-31 13:00:33,918 DEBUG   HandlerThread:9468 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.22631-SP0', 'python': '3.9.13', 'heartbeatAt': '2024-05-31T04:00:33.839469', 'startedAt': '2024-05-31T04:00:33.212550', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'D:\\pycharm\\reinforce\\d_reinforce_train.py', 'codePathLocal': 'd_reinforce_train.py', 'codePath': 'reinforce\\d_reinforce_train.py', 'git': {'remote': 'https://github.com/tpals213/pycharm.git', 'commit': '9b82d40eee88cec4695c0b80d86a10035e4b0932'}, 'email': 'tpals213@gmail.com', 'root': 'D:/pycharm', 'host': 'WIN-2B3QDDOELS8', 'username': 'ict01-05', 'executable': 'D:\\pycharm\\reinforce\\.venv\\Scripts\\python.exe', 'cpu_count': 12, 'cpu_count_logical': 20, 'cpu_freq': {'current': 2100.0, 'min': 0.0, 'max': 2100.0}, 'cpu_freq_per_core': [{'current': 2100.0, 'min': 0.0, 'max': 2100.0}], 'disk': {'/': {'total': 931.5107383728027, 'used': 112.70529174804688}}, 'memory': {'total': 15.721599578857422}}
2024-05-31 13:00:33,918 INFO    HandlerThread:9468 [system_monitor.py:probe():224] Finished collecting system info
2024-05-31 13:00:33,918 INFO    HandlerThread:9468 [system_monitor.py:probe():227] Publishing system info
2024-05-31 13:00:33,918 INFO    HandlerThread:9468 [system_monitor.py:probe():229] Finished publishing system info
2024-05-31 13:00:33,921 DEBUG   SenderThread:9468 [sender.py:send():378] send: files
2024-05-31 13:00:33,921 INFO    SenderThread:9468 [sender.py:_save_file():1389] saving file wandb-metadata.json with policy now
2024-05-31 13:00:33,949 DEBUG   HandlerThread:9468 [handler.py:handle_request():158] handle_request: python_packages
2024-05-31 13:00:33,949 DEBUG   SenderThread:9468 [sender.py:send_request():405] send_request: python_packages
2024-05-31 13:00:33,949 DEBUG   HandlerThread:9468 [handler.py:handle_request():158] handle_request: stop_status
2024-05-31 13:00:33,950 DEBUG   SenderThread:9468 [sender.py:send_request():405] send_request: stop_status
2024-05-31 13:00:34,197 DEBUG   SenderThread:9468 [sender.py:send():378] send: telemetry
2024-05-31 13:00:34,763 INFO    Thread-16 :9468 [dir_watcher.py:_on_file_created():271] file/dir created: D:\pycharm\reinforce\wandb\run-20240531_130033-3hol3ag8\files\requirements.txt
2024-05-31 13:00:34,763 INFO    Thread-16 :9468 [dir_watcher.py:_on_file_created():271] file/dir created: D:\pycharm\reinforce\wandb\run-20240531_130033-3hol3ag8\files\wandb-metadata.json
2024-05-31 13:00:34,767 INFO    wandb-upload_0:9468 [upload_job.py:push():130] Uploaded file C:\Users\ict01-05\AppData\Local\Temp\tmpvncd28t4wandb\izthlhdt-wandb-metadata.json
2024-05-31 13:00:34,991 DEBUG   SenderThread:9468 [sender.py:send():378] send: exit
2024-05-31 13:00:34,991 INFO    SenderThread:9468 [sender.py:send_exit():585] handling exit code: 1
2024-05-31 13:00:34,991 INFO    SenderThread:9468 [sender.py:send_exit():587] handling runtime: 1
2024-05-31 13:00:34,991 INFO    SenderThread:9468 [sender.py:_save_file():1389] saving file wandb-summary.json with policy end
2024-05-31 13:00:34,991 INFO    SenderThread:9468 [sender.py:send_exit():593] send defer
2024-05-31 13:00:34,991 DEBUG   HandlerThread:9468 [handler.py:handle_request():158] handle_request: defer
2024-05-31 13:00:34,991 INFO    HandlerThread:9468 [handler.py:handle_request_defer():184] handle defer: 0
2024-05-31 13:00:34,991 DEBUG   SenderThread:9468 [sender.py:send_request():405] send_request: defer
2024-05-31 13:00:34,992 INFO    SenderThread:9468 [sender.py:send_request_defer():609] handle sender defer: 0
2024-05-31 13:00:34,992 INFO    SenderThread:9468 [sender.py:transition_state():613] send defer: 1
2024-05-31 13:00:34,992 DEBUG   HandlerThread:9468 [handler.py:handle_request():158] handle_request: defer
2024-05-31 13:00:34,992 INFO    HandlerThread:9468 [handler.py:handle_request_defer():184] handle defer: 1
2024-05-31 13:00:34,992 DEBUG   SenderThread:9468 [sender.py:send_request():405] send_request: defer
2024-05-31 13:00:34,992 INFO    SenderThread:9468 [sender.py:send_request_defer():609] handle sender defer: 1
2024-05-31 13:00:34,992 INFO    SenderThread:9468 [sender.py:transition_state():613] send defer: 2
2024-05-31 13:00:34,992 DEBUG   HandlerThread:9468 [handler.py:handle_request():158] handle_request: defer
