2024-05-31 13:03:27,064 INFO    StreamThr :18332 [internal.py:wandb_internal():85] W&B internal server running at pid: 18332, started at: 2024-05-31 13:03:27.063254
2024-05-31 13:03:27,065 DEBUG   HandlerThread:18332 [handler.py:handle_request():158] handle_request: status
2024-05-31 13:03:27,066 INFO    WriterThread:18332 [datastore.py:open_for_write():87] open: D:\pycharm\reinforce\wandb\run-20240531_130327-lhjm10rf\run-lhjm10rf.wandb
2024-05-31 13:03:27,067 DEBUG   SenderThread:18332 [sender.py:send():378] send: header
2024-05-31 13:03:27,094 DEBUG   SenderThread:18332 [sender.py:send():378] send: run
2024-05-31 13:03:27,560 INFO    SenderThread:18332 [dir_watcher.py:__init__():211] watching files in: D:\pycharm\reinforce\wandb\run-20240531_130327-lhjm10rf\files
2024-05-31 13:03:27,561 INFO    SenderThread:18332 [sender.py:_start_run_threads():1123] run started: lhjm10rf with start time 1717128207.064247
2024-05-31 13:03:27,565 DEBUG   HandlerThread:18332 [handler.py:handle_request():158] handle_request: check_version
2024-05-31 13:03:27,565 DEBUG   SenderThread:18332 [sender.py:send_request():405] send_request: check_version
2024-05-31 13:03:27,647 DEBUG   HandlerThread:18332 [handler.py:handle_request():158] handle_request: run_start
2024-05-31 13:03:27,659 DEBUG   HandlerThread:18332 [system_info.py:__init__():26] System info init
2024-05-31 13:03:27,660 DEBUG   HandlerThread:18332 [system_info.py:__init__():41] System info init done
2024-05-31 13:03:27,660 INFO    HandlerThread:18332 [system_monitor.py:start():194] Starting system monitor
2024-05-31 13:03:27,660 INFO    SystemMonitor:18332 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-31 13:03:27,660 INFO    HandlerThread:18332 [system_monitor.py:probe():214] Collecting system info
2024-05-31 13:03:27,665 INFO    SystemMonitor:18332 [interfaces.py:start():188] Started cpu monitoring
2024-05-31 13:03:27,667 DEBUG   HandlerThread:18332 [system_info.py:probe():150] Probing system
2024-05-31 13:03:27,667 INFO    SystemMonitor:18332 [interfaces.py:start():188] Started disk monitoring
2024-05-31 13:03:27,670 INFO    SystemMonitor:18332 [interfaces.py:start():188] Started memory monitoring
2024-05-31 13:03:27,682 INFO    SystemMonitor:18332 [interfaces.py:start():188] Started network monitoring
2024-05-31 13:03:27,683 DEBUG   HandlerThread:18332 [system_info.py:_probe_git():135] Probing git
2024-05-31 13:03:27,739 DEBUG   HandlerThread:18332 [system_info.py:_probe_git():143] Probing git done
2024-05-31 13:03:27,739 DEBUG   HandlerThread:18332 [system_info.py:probe():198] Probing system done
2024-05-31 13:03:27,739 DEBUG   HandlerThread:18332 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.22631-SP0', 'python': '3.9.13', 'heartbeatAt': '2024-05-31T04:03:27.667540', 'startedAt': '2024-05-31T04:03:27.057596', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'D:\\pycharm\\reinforce\\d_reinforce_train.py', 'codePathLocal': 'd_reinforce_train.py', 'codePath': 'reinforce\\d_reinforce_train.py', 'git': {'remote': 'https://github.com/tpals213/pycharm.git', 'commit': '9b82d40eee88cec4695c0b80d86a10035e4b0932'}, 'email': 'tpals213@gmail.com', 'root': 'D:/pycharm', 'host': 'WIN-2B3QDDOELS8', 'username': 'ict01-05', 'executable': 'D:\\pycharm\\reinforce\\.venv\\Scripts\\python.exe', 'cpu_count': 12, 'cpu_count_logical': 20, 'cpu_freq': {'current': 2100.0, 'min': 0.0, 'max': 2100.0}, 'cpu_freq_per_core': [{'current': 2100.0, 'min': 0.0, 'max': 2100.0}], 'disk': {'/': {'total': 931.5107383728027, 'used': 112.70544052124023}}, 'memory': {'total': 15.721599578857422}}
2024-05-31 13:03:27,739 INFO    HandlerThread:18332 [system_monitor.py:probe():224] Finished collecting system info
2024-05-31 13:03:27,740 INFO    HandlerThread:18332 [system_monitor.py:probe():227] Publishing system info
2024-05-31 13:03:27,740 INFO    HandlerThread:18332 [system_monitor.py:probe():229] Finished publishing system info
2024-05-31 13:03:27,743 DEBUG   SenderThread:18332 [sender.py:send():378] send: files
2024-05-31 13:03:27,743 INFO    SenderThread:18332 [sender.py:_save_file():1389] saving file wandb-metadata.json with policy now
2024-05-31 13:03:27,772 DEBUG   HandlerThread:18332 [handler.py:handle_request():158] handle_request: python_packages
2024-05-31 13:03:27,772 DEBUG   SenderThread:18332 [sender.py:send_request():405] send_request: python_packages
2024-05-31 13:03:27,772 DEBUG   HandlerThread:18332 [handler.py:handle_request():158] handle_request: stop_status
2024-05-31 13:03:27,772 DEBUG   SenderThread:18332 [sender.py:send_request():405] send_request: stop_status
2024-05-31 13:03:28,054 DEBUG   SenderThread:18332 [sender.py:send():378] send: telemetry
2024-05-31 13:03:28,463 INFO    wandb-upload_0:18332 [upload_job.py:push():130] Uploaded file C:\Users\ict01-05\AppData\Local\Temp\tmpv2crr40owandb\3co1ts1p-wandb-metadata.json
2024-05-31 13:03:28,574 INFO    Thread-16 :18332 [dir_watcher.py:_on_file_created():271] file/dir created: D:\pycharm\reinforce\wandb\run-20240531_130327-lhjm10rf\files\wandb-metadata.json
2024-05-31 13:03:28,574 INFO    Thread-16 :18332 [dir_watcher.py:_on_file_created():271] file/dir created: D:\pycharm\reinforce\wandb\run-20240531_130327-lhjm10rf\files\requirements.txt
2024-05-31 13:03:28,954 DEBUG   SenderThread:18332 [sender.py:send():378] send: exit
2024-05-31 13:03:28,954 INFO    SenderThread:18332 [sender.py:send_exit():585] handling exit code: 1
2024-05-31 13:03:28,955 INFO    SenderThread:18332 [sender.py:send_exit():587] handling runtime: 1
2024-05-31 13:03:28,957 INFO    SenderThread:18332 [sender.py:_save_file():1389] saving file wandb-summary.json with policy end
2024-05-31 13:03:28,957 INFO    SenderThread:18332 [sender.py:send_exit():593] send defer
2024-05-31 13:03:28,957 DEBUG   HandlerThread:18332 [handler.py:handle_request():158] handle_request: defer
2024-05-31 13:03:28,957 INFO    HandlerThread:18332 [handler.py:handle_request_defer():184] handle defer: 0
2024-05-31 13:03:28,957 DEBUG   SenderThread:18332 [sender.py:send_request():405] send_request: defer
2024-05-31 13:03:28,957 INFO    SenderThread:18332 [sender.py:send_request_defer():609] handle sender defer: 0
2024-05-31 13:03:28,957 INFO    SenderThread:18332 [sender.py:transition_state():613] send defer: 1
2024-05-31 13:03:28,957 DEBUG   HandlerThread:18332 [handler.py:handle_request():158] handle_request: defer
2024-05-31 13:03:28,957 INFO    HandlerThread:18332 [handler.py:handle_request_defer():184] handle defer: 1
2024-05-31 13:03:28,957 DEBUG   SenderThread:18332 [sender.py:send_request():405] send_request: defer
2024-05-31 13:03:28,957 INFO    SenderThread:18332 [sender.py:send_request_defer():609] handle sender defer: 1
2024-05-31 13:03:28,957 INFO    SenderThread:18332 [sender.py:transition_state():613] send defer: 2
2024-05-31 13:03:28,957 DEBUG   HandlerThread:18332 [handler.py:handle_request():158] handle_request: defer
2024-05-31 13:03:28,957 INFO    HandlerThread:18332 [handler.py:handle_request_defer():184] handle defer: 2
2024-05-31 13:03:28,957 INFO    HandlerThread:18332 [system_monitor.py:finish():203] Stopping system monitor
2024-05-31 13:03:28,958 INFO    HandlerThread:18332 [interfaces.py:finish():200] Joined cpu monitor
2024-05-31 13:03:28,958 DEBUG   SystemMonitor:18332 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-05-31 13:03:28,958 INFO    HandlerThread:18332 [interfaces.py:finish():200] Joined disk monitor
2024-05-31 13:03:28,958 DEBUG   SystemMonitor:18332 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2024-05-31 13:03:28,958 INFO    HandlerThread:18332 [interfaces.py:finish():200] Joined memory monitor
2024-05-31 13:03:28,958 DEBUG   SystemMonitor:18332 [system_monitor.py:_start():183] Publishing last batch of metrics
2024-05-31 13:03:28,958 INFO    HandlerThread:18332 [interfaces.py:finish():200] Joined network monitor
2024-05-31 13:03:28,958 DEBUG   SenderThread:18332 [sender.py:send_request():405] send_request: defer
2024-05-31 13:03:28,958 INFO    SenderThread:18332 [sender.py:send_request_defer():609] handle sender defer: 2
2024-05-31 13:03:28,958 INFO    SenderThread:18332 [sender.py:transition_state():613] send defer: 3
2024-05-31 13:03:28,958 DEBUG   SenderThread:18332 [sender.py:send():378] send: stats
2024-05-31 13:03:28,958 DEBUG   HandlerThread:18332 [handler.py:handle_request():158] handle_request: defer
2024-05-31 13:03:28,959 INFO    HandlerThread:18332 [handler.py:handle_request_defer():184] handle defer: 3
2024-05-31 13:03:28,959 DEBUG   SenderThread:18332 [sender.py:send_request():405] send_request: defer
2024-05-31 13:03:28,959 INFO    SenderThread:18332 [sender.py:send_request_defer():609] handle sender defer: 3
2024-05-31 13:03:28,959 INFO    SenderThread:18332 [sender.py:transition_state():613] send defer: 4
2024-05-31 13:03:28,959 DEBUG   HandlerThread:18332 [handler.py:handle_request():158] handle_request: defer
2024-05-31 13:03:28,959 INFO    HandlerThread:18332 [handler.py:handle_request_defer():184] handle defer: 4
2024-05-31 13:03:28,959 DEBUG   SenderThread:18332 [sender.py:send_request():405] send_request: defer
2024-05-31 13:03:28,959 INFO    SenderThread:18332 [sender.py:send_request_defer():609] handle sender defer: 4
2024-05-31 13:03:28,959 INFO    SenderThread:18332 [sender.py:transition_state():613] send defer: 5
